,cnpj
15950,55085567000108
15951,19029470000106
15952,55188478000189
15953,23019886000110
15954,18518778000152
15955,14642990000176
15956,14650213000173
15957,23025004000120
15958,25159634000112
15959,23025866000152
15960,18523125000161
15961,18523272000131
15962,24456854000145
15963,24457041000170
15964,31483685000106
15965,55368534000167
15966,43153960000102
15967,43154206000189
15968,43154413000133
15969,55404032000144
15970,43155141000196
15971,41217776000145
15972,43155495000130
15973,55483234000129
15974,31486059000165
15975,31486198000199
15976,43157231000116
15977,18533749000160
15978,39350161000140
15979,39350247000173
15980,43157559000132
15981,19029809000174
15982,43157992000178
15983,18535211000194
15984,43158032000122
15985,43158092000145
15986,18535442000106
15987,31487265000190
15988,43158130000160
15989,43158144000183
15990,23032191000179
15991,18536356000100
15992,14967491000159
15993,18537035000120
15994,19029860000186
15995,55486435000180
15996,19303940000188
15997,15253450000163
15998,24472723000151
15999,25166285000166
16000,15459464000138
16001,31488705000123
16002,55243463000176
16003,14075510000132
16004,55260186000100
16005,19199254000109
16006,31489574000107
16007,19029964000190
16008,55845549000179
16009,55899629000107
16010,31490040000192
16011,43160270000172
16012,31490062000152
16013,18548574000164
16014,55986145000103
16015,55989834000163
16016,24483552000166
16017,24460432000143
16018,18552131000147
16019,31491237000146
16020,39356908000178
16021,24466366000119
16022,31492228000170
16023,39357516000123
16024,25172223000167
16025,19030201000160
16026,32925267000186
16027,43163662000195
16028,24473107000115
16029,24473573000109
16030,31125248000293
16031,18560163000194
16032,55569016000101
16033,55591515000103
16034,18562321000145
16035,43159034000136
16036,55623185000182
16037,39360105000197
16038,18563760000172
16039,39360190000193
16040,55705222000282
16041,55739528000179
16042,55745038000185
16043,39361090000181
16044,55775878000190
16045,24476082000103
16046,24482405000171
16047,24482462000150
16048,24482963000137
16049,56029994000123
16050,18569897000134
16051,31495831000105
16052,31495881000192
16053,19030791000120
16054,25176609000147
16055,39362282000102
16056,19030863000130
16057,56177678000107
16058,56191232000129
16059,18573011000126
16060,25177425000100
16061,31497168000188
16062,18574482000159
16063,25177944000160
16064,43165254000172
16065,25178748000100
16066,43166119000141
16067,18577386000164
16068,24476641000185
16069,43166408000140
16070,56381098000129
16071,56382625000110
16072,56415292000188
16073,18581544000150
16074,18582726000145
16075,39364906000120
16076,31500104000199
16077,19031850000185
16078,10301086000146
16079,31501085000115
16080,31501339000103
16081,14027570000180
16082,18588523000166
16083,31501637000195
16084,23055744000109
16085,39366865000101
16086,56826795000146
16087,18590082000137
16088,18590260000120
16089,56874282000100
16090,56887532000147
16091,18591057000178
16092,19034510000108
16093,10301559000105
16094,18591888000140
16095,41241278000138
16096,18598314000101
16097,23043574000142
16098,10301258000181
16099,18599595000109
16100,18599861000101
16101,23046588000110
16102,31509277000178
16103,15561770000180
16104,19033912000198
16105,15682823000111
16106,41236759000155
16107,18607044000140
16108,56590235000135
16109,56597560000120
16110,18607379000168
16111,56617095000141
16112,31503804000137
16113,56650054000157
16114,18608964000182
16115,56687510000133
16116,56754054000105
16117,56782824000115
16118,56789381000194
16119,18611787000193
16120,18612609000187
16121,31513229000153
16122,31513240000113
16123,39374331000127
16124,8534833000144
16125,18615089000166
16126,31513495000186
16127,31513956000110
16128,39376675000175
16129,18620300000139
16130,8539044000104
16131,31514330000129
16132,31514366000102
16133,25201826000140
16134,31509687000119
16135,41244296000173
16136,31510434000165
16137,16564185000105
16138,25205339000155
16139,7511009000106
16140,3432181000113
16141,18631074000191
16142,18631778000164
16143,23052062000142
16144,19035324000193
16145,18633107000132
16146,7515324000101
16147,18633690000181
16148,18633910000177
16149,19037608000119
16150,7517951000181
16151,39379617000103
16152,18640314000114
16153,17226039000124
16154,56976145000187
16155,17296822000164
16156,3403335000149
16157,18642486000127
16158,18642610000154
16159,25216886000136
16160,3408843000110
16161,7519338000101
16162,31514998000176
16163,18646182000138
16164,3413489000111
16165,7519554000149
16166,57281966000161
16167,41249549000100
16168,39383881000102
16169,3415305000152
16170,7520591000177
16171,25220061000195
16172,39384873000180
16173,18650661000128
16174,57584435000148
16175,3423288000103
16176,19037495000151
16177,39386382000179
16178,41253545000197
16179,57057564000188
16180,57097156000150
16181,11479548000182
16182,25227275000193
16183,18659318000144
16184,18659997000151
16185,18661084000170
16186,25230283000199
16187,57391104000191
16188,39395559000101
16189,25231939000198
16190,3429862000122
16191,18666067000125
16192,31520074000182
16193,25232732000138
16194,39396365000112
16195,57592883000193
16196,57606352000102
16197,31520754000104
16198,57622722000103
16199,19037890000134
16200,18670559000194
16201,3428444000110
16202,17324264000101
16203,3429095000151
16204,56946155000170
16205,56980279000171
16206,18674661000168
16207,18675052000123
16208,18675538000161
16209,19038399000128
16210,18676286000195
16211,18676353000171
16212,39390486000157
16213,33247541000178
16214,57028169000258
16215,18678086000171
16216,18679480000124
16217,3436156000108
16218,3436701000166
16219,41269098000164
16220,58025925000177
16221,26041340000154
16222,19041605000159
16223,7525906000179
16224,18683399000118
16225,7526525000104
16226,33514433000114
16227,7526860000102
16228,25247366000190
16229,23083545000104
16230,18685888000109
16231,31527878000103
16232,3442221000108
16233,18686436000141
16234,19042270000193
16235,39399155000188
16236,3443056000109
16237,3443117000138
16238,19042409000107
16239,25249534000187
16240,19042729000159
16241,57686602000161
16242,19326568000125
16243,18694426000158
16244,31523717000141
16245,18695629000169
16246,57778656000157
16247,25255630000138
16248,57819591000140
16249,7533459000108
16250,7533875000106
16251,31524707000120
16252,97520277000187
16253,31529959000142
16254,19044957000168
16255,18702951000178
16256,58217639000103
16257,58300898000101
16258,58316670000100
16259,58324807000160
16260,18705761000104
16261,18706656000190
16262,18706677000105
16263,39405281000106
16264,39405564000140
16265,24496302000160
16266,18710651000130
16267,19043110000169
16268,31533755000185
16269,39406145000122
16270,58333279000105
16271,18714657000186
16272,3444014000192
16273,25269461000195
16274,14005138000198
16275,57872731000144
16276,25273199000152
16277,57900219000164
16278,19043334000170
16279,11489088000173
16280,57932444000182
16281,57954810000102
16282,57977837000102
16283,57984692000177
16284,31529191000107
16285,19044062000123
16286,18718440000144
16287,58015686000174
16288,19044122000108
16289,58029562000148
16290,58072588000179
16291,18720137000186
16292,58080755000123
16293,58089251000174
16294,31006193000111
16295,43177008000130
16296,18726619000143
16297,31536392000131
16298,31536570000124
16299,18727993000163
16300,18728264000121
16301,43177511000196
16302,24485988000194
16303,24487409000142
16304,24487777000190
16305,24488188000127
16306,31537557000190
16307,39417673000187
16308,18731306000183
16309,43178824000169
16310,59104976000319
16311,59104976000408
16312,59112359000101
16313,43166774000108
16314,58486440000342
16315,18735230000164
16316,18735622000123
16317,39412012000169
16318,18736542000192
16319,39412077000104
16320,18738073000140
16321,25287477000120
16322,58674110000119
16323,41284975000176
16324,25273702000170
16325,25273728000118
16326,58881400000133
16327,59343202000189
16328,31546214000191
16329,18745537000146
16330,39421088000150
16331,25290730000103
16332,31546554000112
16333,19048287000158
16334,25291297000112
16335,19048476000120
16336,19048925000211
16337,18750694000140
16338,18751155000125
16339,25292894000161
16340,31547764000125
16341,39423334000103
16342,59686147000120
16343,39424436000143
16344,43170011000122
16345,19045977000153
16346,59798769000140
16347,24495506000187
16348,18755335000185
16349,11497405000101
16350,24497633000115
16351,43168298000156
16352,59185363000191
16353,11498106000183
16354,19046458000100
16355,43168701000147
16356,59240044000131
16357,59244285000159
16358,18762282000120
16359,43172133000158
16360,84045467000148
16361,31556076000121
16362,18767448000109
16363,24499809000178
16364,18768168000298
16365,31548705000171
16366,24499935000122
16367,18768496000103
16368,39426681000190
16369,31549065000114
16370,18769695000136
16371,19052548000103
16372,25301043000138
16373,18770273000180
16374,18770394000122
16375,24501209000288
16376,24501493000101
16377,84324326000164
16378,31550104000101
16379,43173349000138
16380,19049668000151
16381,18773349000121
16382,18773538000102
16383,18773561000199
16384,18773703000118
16385,31550955000146
16386,11498602000137
16387,18775789000118
16388,18776818000166
16389,18778045000157
16390,31552999000105
16391,59797829000100
16392,59800433000174
16393,43174112000171
16394,59802132000180
16395,43171407000194
16396,31553722000105
16397,84705656000108
16398,10307011000172
16399,23109569000195
16400,23109615000156
16401,19053584000191
16402,25307663000184
16403,24507088000109
16404,23128341000142
16405,19254884000139
16406,59969881000104
16407,18791983000197
16408,18793109000199
16409,31558654000169
16410,11508113000119
16411,18795122000187
16412,18795719000121
16413,2387252000140
16414,60099553000175
16415,60110442000112
16416,60137759000142
16417,60144045000161
16418,60176351000180
16419,60231644000112
16420,39433722000175
16421,18802976000143
16422,31561297000198
16423,31561569000150
16424,18804130000142
16425,18804287000178
16426,10308870000186
16427,24509397000100
16428,60336385000194
16429,18805650000170
16430,59888362000103
16431,85128817000100
16432,18806548000199
16433,18807230000122
16434,25314665000109
16435,43178058000132
16436,25315473000109
16437,31563383000130
16438,31563541000151
16439,31564018000140
16440,31564108000130
16441,25317376000155
16442,10312291000107
16443,43177183000128
16444,39436505000139
16445,31564735000171
16446,23116196000180
16447,23117736000140
16448,23118731000131
16449,10313194000139
16450,24515536000108
16451,18823175000164
16452,19057015000114
16453,10310704000114
16454,24516366000186
16455,23124023000103
16456,18828045000114
16457,18828911000177
16458,60648565000101
16459,60672482000158
16460,18349100000193
16461,18836855000112
16462,31567155000138
16463,18837743000186
16464,18837797000141
16465,10314945000131
16466,43178642000198
16467,19227220000180
16468,60455862000483
16469,39452297000161
16470,31570551000114
16471,60473444000176
16472,25327386000171
16473,60491289000110
16474,18844573000167
16475,24521267000192
16476,43179075000194
16477,60527298000114
16478,31568944000193
16479,18848652000146
16480,43179380000186
16481,60587318000142
16482,60606852000310
16483,60606852000400
16484,18851419000112
16485,18852322000124
16486,18852354000120
16487,43182208000181
16488,18852892000114
16489,31574758000167
16490,24530700000156
16491,18853498000109
16492,87838371000125
16493,10315631000153
16494,24513425000162
16495,39459967000171
16496,24514972000162
16497,24515708000143
16498,18860657000194
16499,19061208000149
16500,31570660000131
16501,31570691000192
16502,18863430000100
16503,39457663000175
16504,18866405000172
16505,88330311000160
16506,19058753000186
16507,10315350000109
16508,31572593000194
16509,18870622000136
16510,31573539000163
16511,19059573000119
16512,18872716000144
16513,19059627000146
16514,87680815000147
16515,12209470000149
16516,31577571000117
16517,88362207000157
16518,24523103000102
16519,39462648000115
16520,18877205000115
16521,31578348000194
16522,18877526000110
16523,18877546000190
16524,19061700000114
16525,31578685000181
16526,23152857000122
16527,18880630000163
16528,18881388000142
16529,25342483000133
16530,88891130000102
16531,43188953000138
16532,25343425000124
16533,88934724000234
16534,60760543000139
16535,19063366000138
16536,60809126000133
16537,25343985000189
16538,31580484000119
16539,60860970000199
16540,60860970000350
16541,60864709000167
16542,39466198000139
16543,24517467000171
16544,43190264000168
16545,24517854000108
16546,38127342000140
16547,18891429000181
16548,24519685000145
16549,18892798000199
16550,24520194000114
16551,25346634000121
16552,24520954000193
16553,23162445000173
16554,43180870000100
16555,61076501000146
16556,24526274000187
16557,25348751000124
16558,61094710000112
16559,31587919000157
16560,31588007000108
16561,25349148000167
16562,18899564000173
16563,11525470000195
16564,61128591000171
16565,25349673000182
16566,61152260000177
16567,31582633000189
16568,18904366000150
16569,24529444000187
16570,24529705000169
16571,43179645000146
16572,24531183000130
16573,39467017000199
16574,18905921000169
16575,18909036000158
16576,18909291000109
16577,18909471000182
16578,18909672000180
16579,90249079000181
16580,18910272000194
16581,18910690000181
16582,24525243000101
16583,31585170000109
16584,18911975000137
16585,43180478000153
16586,10316641000103
16587,18914525000106
16588,19064250000113
16589,18916692000188
16590,18916866000102
16591,61028148000129
16592,18917515000116
16593,61039970000195
16594,18918388000170
16595,25363087000192
16596,39482865000177
16597,23170421000166
16598,61289302000116
16599,18919817000123
16600,18922529000128
16601,25365791000184
16602,39485287000122
16603,10318653000177
16604,24541373000138
16605,18535835000101
16606,23176579000143
16607,39485984000183
16608,39486102000102
16609,24543195000184
16610,18634017000166
16611,10318834000101
16612,19066457000127
16613,90696113000166
16614,23178549000176
16615,23179106000108
16616,19066557000153
16617,61219077001628
16618,18929255000107
16619,19066647000144
16620,19066682000163
16621,61239539000192
16622,61243507000160
16623,19066714000120
16624,11528823000100
16625,19066748000115
16626,61282398000190
16627,61292066000197
16628,61292066000278
16629,61324596000170
16630,18932318000176
16631,18932527000110
16632,25357782000141
16633,61375358000274
16634,25358929000118
16635,39481404000180
16636,61417150000351
16637,19067019000183
16638,18939680000179
16639,18940421000168
16640,18940437000170
16641,39490125000182
16642,24536204000100
16643,31593452000158
16644,25367876000100
16645,39490563000140
16646,19067618000105
16647,23195577000100
16648,24538036000191
16649,11534024000147
16650,18944661000130
16651,31593960000136
16652,43187854000131
16653,43188049000122
16654,18946564000187
16655,18947897000120
16656,31594707000105
16657,18949412000138
16658,18949475000194
16659,18949897000160
16660,18949980000139
16661,61508537000313
16662,61538559000164
16663,18952980000198
16664,23188784000129
16665,31592201000159
16666,39494725000119
16667,18954498000197
16668,18956511000147
16669,18956864000147
16670,18957422000115
16671,43186371000112
16672,24532422000176
16673,24532642000108
16674,24533019000161
16675,31592980000192
16676,11532490000193
16677,18962199000102
16678,18963448000176
16679,19074235000156
16680,19074346000162
16681,39497917000189
16682,39498399000118
16683,19074833000125
16684,18967146000176
16685,61594024000100
16686,43188298000118
16687,18968891000130
16688,61633426000177
16689,61633426000339
16690,19070911000113
16691,18971796000195
16692,43189014000108
16693,18973471000141
16694,43189686000113
16695,10319497000169
16696,61966396000110
16697,62011754000102
16698,62016316000129
16699,31595982000135
16700,19072767000154
16701,91756353000171
16702,31596124000105
16703,24541956000169
16704,43190484000191
16705,18982025000101
16706,19073132000171
16707,18983024000173
16708,31601255000133
16709,39503436000139
16710,10269790000169
16711,10320282000168
16712,31607024000137
16713,31608638000133
16714,31609132000149
16715,31610356000170
16716,24545549000120
16717,31610927000177
16718,24549151000161
16719,31598689000121
16720,31599152000186
16721,24552114000102
16722,24553243000115
16723,10319878000148
16724,24554192000146
16725,24555819000183
16726,31617330000154
16727,39511476000122
16728,43193744000182
16729,1890268000109
16730,39512583000175
16731,31620936000149
16732,6130808000170
16733,48613568000104
16734,31132895000141
16735,31624653000175
16736,31613662000160
16737,1902089000225
16738,19305341000101
16739,31630382000160
16740,20926656000147
16741,19076344000102
16742,24579289000103
16743,11544669000160
16744,39519585000196
16745,43196383000128
16746,21247758000107
16747,24556719000171
16748,31633013000121
16749,39520363000193
16750,20259826000187
16751,39521454000143
16752,24561492000152
16753,39522391000140
16754,31626763000176
16755,31626822000106
16756,62052253000166
16757,31633937000128
16758,62081856000196
16759,1920439000103
16760,31629771000176
16761,23205769000141
16762,24567985000108
16763,23210911000149
16764,43203995000109
16765,23211252000165
16766,19078129000140
16767,62842117000170
16768,39528849000178
16769,62869516000124
16770,43204451000153
16771,39529412000159
16772,25422454000181
16773,62157094000245
16774,27165898000104
16775,39530145000130
16776,31636656000129
16777,62258454000114
16778,25425233000167
16779,24728889000196
16780,17756564000151
16781,17756711000193
16782,43036316000146
16783,39525006000118
16784,43203118000120
16785,62607429000107
16786,62631106000140
16787,62632054000127
16788,10322025000165
16789,19076847000188
16790,24564373000153
16791,24564703000100
16792,62708862000120
16793,24566701000150
16794,24566920000130
16795,24574656000186
16796,62649298000112
16797,12984359000120
16798,19079605000148
16799,62691555000184
16800,24575701000117
16801,62703673000165
16802,62708862001011
16803,19080675000116
16804,62783717000104
16805,39535308000177
16806,10326228000120
16807,62894118000168
16808,10326365000164
16809,19083796000111
16810,19084089000140
16811,19084386000195
16812,24578176000193
16813,24578368000108
16814,24579198000178
16815,24579635000153
16816,19085198000181
16817,19085692000146
16818,19085843000166
16819,92852763000189
16820,19086735000108
16821,10327869000107
16822,19101214000182
16823,10327927000194
16824,19101474000158
16825,41324784000190
16826,19101744000120
16827,24173282000197
16828,19102591000136
16829,19102603000122
16830,10328436000168
16831,19103625000107
16832,19104314000162
16833,10328816000100
16834,94209269000126
16835,19105592000134
16836,19105618000144
16837,19105816000108
16838,19105893000168
16839,10329374000109
16840,19090106000151
16841,10329531000186
16842,93208890000102
16843,19091233000175
16844,19091425000181
16845,19091723000171
16846,19092748000190
16847,19093771000107
16848,93775443000135
16849,19097500000111
16850,19098201000100
16851,19098785000105
16852,22958334000105
16853,11557663000128
16854,19101009000117
16855,19101022000176
16856,41338827000197
16857,41327190000133
16858,19106634000151
16859,43209434000109
16860,43209470000172
16861,24181366000172
16862,63390546000116
16863,22366509000195
16864,19112576000179
16865,22495790000166
16866,63508964000165
16867,39541649000155
16868,24581087000104
16869,24581769000109
16870,39542277000181
16871,39542445000139
16872,10330980000144
16873,19107955000170
16874,62996830000178
16875,10331268000160
16876,39544486000164
16877,11570334000117
16878,19110315000110
16879,19110339000179
16880,43206468000140
16881,43207258000176
16882,94483872000100
16883,19123709000102
16884,39551857000135
16885,19124396000107
16886,19124758000160
16887,24589740000173
16888,19124989000173
16889,19125192000190
16890,39551990000191
16891,24590241000104
16892,19126223000128
16893,43211810000108
16894,19127008000141
16895,11581653000128
16896,19127868000185
16897,24591387000166
16898,19128218000154
16899,19128957000146
16900,19129092000132
16901,19129338000176
16902,19113448000140
16903,19113573000150
16904,43213150000196
16905,43213350000149
16906,43214657000164
16907,43215462000139
16908,43215915000127
16909,43216624000153
16910,41331574000120
16911,23081789000158
16912,24593282000146
16913,43217596000199
16914,24593952000124
16915,24593976000183
16916,19115462000182
16917,19115587000102
16918,19117507000158
16919,19118278000196
16920,95866232000133
16921,19118842000170
16922,11574843000118
16923,63487912000150
16924,63488175000100
16925,19121695000198
16926,63542773000110
16927,39550630000175
16928,23476064000169
16929,23492846000191
16930,64091655000103
16931,39555888000164
16932,19131641000103
16933,19132050000150
16934,19132651000163
16935,19132792000186
16936,19133002000187
16937,19133098000183
16938,64245004000112
16939,19136391000102
16940,24596973000101
16941,24599238000143
16942,24601208000124
16943,24601839000143
16944,63711717000161
16945,63882211000115
16946,24349383000176
16947,63966881000110
16948,63971980000190
16949,63998306000107
16950,43221655000100
16951,39562785000121
16952,43227365000166
16953,43227569000105
16954,43228715000109
16955,43228906000170
16956,43229306000127
16957,19143178000110
16958,64576937000273
16959,64610249000100
16960,19143772000100
16961,64669468000156
16962,64699150000118
16963,64418007000100
16964,19144670000100
16965,19144878000129
16966,64489453000106
16967,64493844000102
16968,43218880000180
16969,3232545000111
16970,3233145000201
16971,19142099000194
16972,43220564000142
16973,43220844000150
16974,64937428000148
16975,64955511000140
16976,64969660000168
16977,64984750000128
16978,65091712000451
16979,25774217000180
16980,19152361000181
16981,19153037000188
16982,19153165000121
16983,11604607000105
16984,19153677000198
16985,19154804000173
16986,47165706000177
16987,19155661000114
16988,19156559000133
16989,19156884000104
16990,19157148000162
16991,24284927000169
16992,19158106000146
16993,19158168000158
16994,11609075000190
16995,19158389000126
16996,97235725000109
16997,39572566000123
16998,24621541000103
16999,19146166000149
17000,19146370000160
17001,25016296000160
17002,39576181000134
17003,64734643000141
17004,64745227000149
17005,64783756000137
17006,64860968000170
17007,19148569000127
17008,64913783000187
17009,25242044000159
17010,19149149000165
17011,19149531000179
17012,19150770000149
17013,64923154000138
17014,64931900000135
17015,24608043000112
17016,43233369000157
17017,19159981000142
17018,24609700000146
17019,24611649000107
17020,65201246000177
17021,65364044000146
17022,65408759000153
17023,65446627000116
17024,65477762000129
17025,65529760000136
17026,24612638000141
17027,24612722000165
17028,65604399000165
17029,65612954000109
17030,19158957000199
17031,65657066000102
17032,24613312000139
17033,65741514000143
17034,65914004000120
17035,24618135000183
17036,24620063000109
17037,24621102000192
17038,23285730000181
17039,24624004000109
17040,24624639000106
17041,24624672000136
17042,24605734000162
17043,24605833000144
17044,24607011000100
17045,24629430000135
17046,39588656000102
17047,47195001000100
17048,27141431000124
17049,43234521000116
17050,19168431000190
17051,47196921000135
17052,39591754000107
17053,65973844000164
17054,66000175000379
17055,66016866000107
17056,19168929000152
17057,39595352000172
17058,66085515000140
17059,19161655000170
17060,66090366000107
17061,47199876000172
17062,43235099000113
17063,43235386000123
17064,43235529000105
17065,43235816000107
17066,24626265000168
17067,10338545000166
17068,47205072000139
17069,43238684000177
17070,43238990000103
17071,31377700000123
17072,24960987000154
17073,22932672000178
17074,30034847000581
17075,24377769000191
17076,43091201000154
17077,43239655000120
17078,66521378000149
17079,66528407000102
17080,19184030000123
17081,66587254000166
17082,19169132000170
17083,19169603000140
17084,66138918000100
17085,19169891000132
17086,19169891000302
17087,66178716000191
17088,27182352000161
17089,19170341000133
17090,66222449000102
17091,80310956000129
17092,66301094000147
17093,66327933000104
17094,66342494000109
17095,23322329000174
17096,66354044000128
17097,66400748000270
17098,66414525000181
17099,66415936000191
17100,19172787000105
17101,47216230000156
17102,19173788000166
17103,19174338000198
17104,19174527000160
17105,66464033000109
17106,66464033000281
17107,29580426000143
17108,19175515000150
17109,19176147000165
17110,19176772000107
17111,19177622000118
17112,66476078000195
17113,66477936000116
17114,66480708000103
17115,19180972000133
17116,43244199000106
17117,24650398000170
17118,43246945000109
17119,19185528000100
17120,43247050000180
17121,41344220000110
17122,43171381000184
17123,24629747000171
17124,24630161000127
17125,24630449000100
17126,39606329000136
17127,43248300000105
17128,24631932000109
17129,11635068000163
17130,24633101000168
17131,24633958000188
17132,39608481000158
17133,24635645000169
17134,24635990000100
17135,24636559000170
17136,11635375000144
17137,24640323000108
17138,43244281000130
17139,24642838000147
17140,24643928000152
17141,47230672000157
17142,24650833000166
17143,41340149000105
17144,66690058000112
17145,66711292000189
17146,66721630000163
17147,66760299000190
17148,66786807000100
17149,66792722000134
17150,66801333000128
17151,66820291000172
17152,43255532000182
17153,43243095000187
17154,19189413000194
17155,43253476000147
17156,67063842000163
17157,67078949000185
17158,67080861000106
17159,67094003000102
17160,29546041000160
17161,67189134000173
17162,67238410000146
17163,67243923000145
17164,67247148000104
17165,67253039000191
17166,67255034000106
17167,39621208000163
17168,23377243000149
17169,19190950000154
17170,11639544000203
17171,43249046000151
17172,33489594000103
17173,43250061000110
17174,28856717000159
17175,43250663000177
17176,19191641000107
17177,43251672000182
17178,39622839000105
17179,39622860000100
17180,24219257000105
17181,66939505000124
17182,19188175000100
17183,23396522000150
17184,67332460000198
17185,31076938000461
17186,67484279000105
17187,19193109000110
17188,19193254000100
17189,19193531000176
17190,11653170000191
17191,67495127000108
17192,19194683000193
17193,67566943000157
17194,10340673000144
17195,11641010000122
17196,19196060000150
17197,67585745000130
17198,39624463000160
17199,67615195000155
17200,43255156000126
17201,39626639000112
17202,43257304000141
17203,24673783000132
17204,41362998000151
17205,24657670000143
17206,39633684000102
17207,43255706000107
17208,43256201000167
17209,24660766000160
17210,39633713000128
17211,43258424000163
17212,43259095000175
17213,19206164000106
17214,24661208000110
17215,41368037000154
17216,43260255000104
17217,43260885000170
17218,41369736000119
17219,43262535000143
17220,43264246000183
17221,43264246000264
17222,41371380000158
17223,43209566000130
17224,25405839000130
17225,43194881000131
17226,19075938000107
17227,39514272000145
17228,19207725000183
17229,39635367000117
17230,19207868000195
17231,67829473000177
17232,19208360000101
17233,67898148000166
17234,19205648000122
17235,24655022000158
17236,43269862000127
17237,68276617000178
17238,24672797000131
17239,19208944000187
17240,24673470000184
17241,24673920000139
17242,24674704000108
17243,24675024000109
17244,24676189000103
17245,39640463000153
17246,62360789000149
17247,39523396000197
17248,62384748000192
17249,43207154000161
17250,62474184000189
17251,68116839000123
17252,19209978000196
17253,10342268000165
17254,39646365000123
17255,68185198000169
17256,68187640000196
17257,68193127000108
17258,68236884000111
17259,68240837000141
17260,68263540000100
17261,68288968000107
17262,68317312000167
17263,24668803000187
17264,43278569000126
17265,68426303000104
17266,68450865000193
17267,43268607000160
17268,24678885000140
17269,43290049000139
17270,24680453000174
17271,24680874000103
17272,24681774000193
17273,41384186000107
17274,43281790000133
17275,43281796000100
17276,36419141000190
17277,43285814000122
17278,43286125000132
17279,43286155000149
17280,41390528000100
17281,43286641000167
17282,43287375000197
17283,68495837000192
17284,43271273000183
17285,43271412000179
17286,27195453000177
17287,43273458000127
17288,43274766000177
17289,27191254000190
17290,43275456000177
17291,43278635000168
17292,43278722000115
17293,25528701000129
17294,32294375000106
17295,43279451000112
17296,19211993000179
17297,8571794000155
17298,24682430000107
17299,24685921000101
17300,39652057000100
17301,24687271000125
17302,24687323000163
17303,24688446000119
17304,24688656000107
17305,25529448000128
17306,24688877000185
17307,24691406000126
17308,25530360000126
17309,8561586000175
17310,19213255000241
17311,43289742000191
17312,43289963000160
17313,43290974000160
17314,43291035000130
17315,43291457000105
17316,10343632000101
17317,39650357000150
17318,10343662000118
17319,1012000130
17320,1444000141
17321,1577000118
17322,1961000110
17323,8574619000111
17324,2445000100
17325,2542000101
17326,39658347000161
17327,2751000147
17328,10217014000115
17329,10345084000159
17330,82867128000111
17331,7548505000134
17332,10345316000179
17333,27207592000173
17334,24702113000105
17335,6259000140
17336,6651000199
17337,7236000150
17338,35066703000105
17339,31642359000196
17340,36077394000123
17341,37332335000117
17342,24721223000106
17343,46282850000120
17344,24695414000140
17345,24695875000113
17346,24696665000140
17347,7538757000182
17348,7541086000109
17349,7542755000167
17350,41415168000145
17351,34852822000112
17352,46287659000171
17353,14544000102
17354,10346523000148
17355,10346532000139
17356,7556554000119
17357,7556942000108
17358,10346554000107
17359,7557847000110
17360,7557967000118
17361,24704058000184
17362,83017277000235
17363,10840000135
17364,11095000149
17365,7559275000109
17366,7559275000290
17367,24707328000100
17368,11793000144
17369,691867000130
17370,19213999000185
17371,12383000118
17372,12485000133
17373,7565184000186
17374,24713883000145
17375,68543461000144
17376,39661519000156
17377,68641448000128
17378,68655216000129
17379,46286773000187
17380,43294662000124
17381,68682681000159
17382,7552543000160
17383,39662720000158
17384,31647255000174
17385,68853100000102
17386,31647642000100
17387,68868991000162
17388,43295045000143
17389,43295069000100
17390,68878826000191
17391,34875780000135
17392,43295485000109
17393,43295507000122
17394,31649130000183
17395,23463785000134
17396,68982552000186
17397,68982685000152
17398,69004125000196
17399,31650835000110
17400,69045276000192
17401,69046365000153
17402,69070134000185
17403,43297723000107
17404,43298053000143
17405,31653242000108
17406,31653822000103
17407,31653831000196
17408,31654095000190
17409,68725910000175
17410,31654823000164
17411,31654877000120
17412,31655379000100
17413,68750835000100
17414,68799386000187
17415,43300934000151
17416,68807049000194
17417,43301126000109
17418,68824473000147
17419,39668954000102
17420,43305065000158
17421,43305666000160
17422,24725809000149
17423,31656772000100
17424,31658501000193
17425,31658830000134
17426,23472195000178
17427,10348044000160
17428,31659861000100
17429,31660050000129
17430,20611000100
17431,69088888000162
17432,31662645000113
17433,24718691000121
17434,1977165000180
17435,69127223000110
17436,31663902000131
17437,24719081000142
17438,39669003000158
17439,23469904000166
17440,43313596000192
17441,24723254000104
17442,43303194000107
17443,31667464000180
17444,23470707000167
17445,19104000148
17446,31667739000185
17447,19256053000104
17448,21350000134
17449,69322717000156
17450,69338739000104
17451,39673863000165
17452,39673911000115
17453,69376028000124
17454,37660370000165
17455,31677067000199
17456,69614402000263
17457,69708923000280
17458,69709384000112
17459,39674781000135
17460,31678823000102
17461,22705000100
17462,31680793000160
17463,31681050000105
17464,43239572000130
17465,43240502000100
17466,24626689000122
17467,19167216000174
17468,24626974000143
17469,24627783000104
17470,19182176000130
17471,19215139000180
17472,43311197000192
17473,43311298000163
17474,24221000108
17475,31671178000198
17476,69218337000176
17477,31671245000174
17478,69235596000105
17479,39227723000163
17480,3465566000187
17481,31685203000192
17482,41414081000153
17483,27088000135
17484,27251000160
17485,39676767000170
17486,23479904000147
17487,31687969000106
17488,10353752000190
17489,31688549000144
17490,44560936000142
17491,44933372000146
17492,3444184000177
17493,3445422000169
17494,24480000120
17495,24484000109
17496,31690263000101
17497,43315636000135
17498,31692761000185
17499,2023893000116
17500,26000000160
17501,26050000148
17502,26110000122
17503,70107065000116
17504,70109780000198
17505,71145064000129
17506,43331433000132
17507,71182802000108
