,cnpj
57797,11470665000185
57798,11470893000155
57799,11471043000171
57800,11471089000190
57801,11471475000182
57802,44419351000107
57803,11472135000176
57804,11473715000188
57805,74001231000156
57806,74004045000170
57807,21093373000124
57808,21094278000145
57809,3510912000100
57810,11477211000136
57811,11477843000108
57812,11477935000180
57813,11481805000110
57814,11482062000101
57815,11482085000108
57816,11482611000130
57817,11482945000103
57818,11483181000170
57819,11484113000126
57820,21123515000159
57821,11485651000135
57822,11485657000102
57823,11486658000171
57824,11486658000252
57825,11486669000151
57826,11487513000195
57827,11488002000198
57828,11488051000120
57829,11488405000137
57830,11488697000108
57831,11489230000182
57832,21124405000101
57833,11489535000194
57834,11490009000144
57835,11490337000140
57836,11490356000177
57837,11490391000196
57838,11490826000100
57839,11491025000151
57840,11491826000117
57841,11491842000100
57842,11491842000290
57843,11492174000135
57844,11492195000150
57845,11492869000117
57846,45692533000110
57847,11493174000150
57848,11479380000105
57849,11479504000152
57850,45692849000101
57851,11479981000118
57852,11480055000162
57853,76449859000144
57854,76461375000110
57855,11494728000133
57856,11494732000100
57857,11495179000111
57858,21127029000109
57859,46473617000125
57860,76487339000126
57861,45694554000174
57862,11496018000142
57863,11496769000169
57864,11497598000192
57865,21127583000196
57866,11498055000190
57867,11498294000140
57868,76523521000195
57869,11499079000163
57870,74426404000188
57871,8348854000175
57872,74463571000107
57873,21128408000113
57874,75550905000134
57875,75552505000168
57876,11461825000120
57877,11461869000150
57878,11461884000106
57879,11505727000147
57880,76625433000102
57881,11506011000164
57882,11506343000149
57883,11506496000196
57884,21126476000143
57885,28424602000195
57886,76650365000123
57887,11493936000118
57888,21128766000126
57889,11513260000187
57890,76679893000105
57891,76687953000131
57892,21129455000181
57893,4473372000196
57894,46475823000174
57895,76723089000186
57896,11516197000132
57897,11517378000183
57898,11517824000150
57899,11507905000179
57900,11508196000146
57901,11508448000137
57902,11508525000159
57903,11508772000155
57904,46477535000159
57905,11509465000199
57906,11509947000149
57907,9584563000149
57908,11511216000138
57909,11512807000120
57910,11522591000183
57911,11523276000170
57912,77072411000117
57913,11523528000161
57914,11524788000151
57915,11524910000190
57916,11525056000186
57917,4474147000174
57918,21135606000104
57919,11526986000154
57920,11527307000161
57921,11527329000121
57922,11527426000114
57923,11527616000131
57924,11528032000180
57925,11528047000149
57926,21136069000117
57927,11529127000119
57928,11529840000162
57929,11530032000115
57930,11530107000168
57931,11530724000163
57932,11530767000149
57933,11531171000163
57934,11531611000182
57935,11531648000100
57936,11532633000167
57937,11532847000133
57938,11533289000120
57939,11533887000108
57940,4475167000160
57941,11535070000160
57942,11535396000198
57943,11535617000128
57944,77448751000108
57945,11519847000101
57946,21134304000111
57947,21134463000116
57948,11521774000184
57949,21134583000113
57950,11473897000197
57951,46469591000141
57952,21118112000111
57953,11474252000179
57954,11474406000122
57955,21118198000182
57956,11474985000103
57957,75963538000109
57958,11475824000134
57959,11545591000107
57960,11545726000126
57961,21137842000160
57962,11546427000106
57963,11547476000163
57964,11548552000155
57965,11549246000133
57966,11549528000130
57967,11549870000300
57968,4477334000101
57969,21138750000102
57970,11550632000145
57971,11550640000191
57972,21139045000111
57973,11552052000197
57974,11553044000165
57975,11553834000140
57976,11553976000108
57977,11554053000170
57978,11537312000155
57979,11537728000173
57980,11537752000102
57981,4477851000180
57982,11538434000166
57983,77745586000148
57984,11538696000120
57985,21136473000190
57986,77770949000103
57987,21136597000176
57988,11540950000125
57989,77793420000105
57990,11542376000144
57991,11542564000172
57992,11542885000177
57993,11542938000150
57994,46479589000153
57995,21137326000135
57996,11558702000101
57997,77858710000181
57998,11559966000180
57999,13925899000103
58000,77883858000176
58001,11560831000134
58002,11561443000178
58003,11561934000119
58004,28427756000130
58005,11499271000150
58006,21128047000105
58007,11500152000170
58008,76539675000256
58009,76543404000193
58010,76543404000274
58011,11501623000164
58012,11502161000108
58013,11502220000130
58014,11566288000182
58015,77984953000166
58016,77987444000197
58017,78020179000217
58018,11569015000191
58019,11569379000171
58020,11570580000179
58021,21140005000190
58022,11555663000199
58023,11557018000105
58024,21140530000105
58025,11557266000156
58026,11571433000113
58027,11572262000147
58028,11573022000167
58029,11502872000174
58030,76578186000122
58031,76599703000140
58032,46472380000168
58033,76612233000107
58034,11522476000109
58035,11543784000110
58036,11544195000157
58037,11544246000140
58038,11544858000133
58039,11545279000105
58040,21144757000129
58041,11580476000165
58042,11581031000108
58043,21145097000109
58044,11582236000108
58045,11582573000197
58046,11583826000147
58047,78402005000138
58048,11571079000127
58049,11594371000165
58050,11594381000109
58051,11594936000104
58052,44435255000152
58053,11595546000159
58054,11596207000197
58055,11596872000180
58056,11596893000104
58057,45697241000170
58058,11597367000150
58059,11597431000101
58060,11597483000170
58061,11597962000196
58062,11598193000140
58063,11598548000100
58064,11599244000159
58065,11599337000183
58066,11586407000169
58067,11563564000159
58068,11563880000120
58069,9257825000160
58070,44430724000140
58071,11564068000110
58072,11564534000167
58073,11564865000105
58074,11564994000195
58075,21147257000140
58076,11587390000164
58077,21147306000145
58078,78554391000183
58079,11588080000164
58080,4487105000178
58081,11590058000159
58082,11590626000111
58083,21148927000143
58084,78611100000141
58085,11590926000109
58086,11591102000145
58087,21149741000109
58088,5951695000100
58089,78657848000185
58090,11593059000157
58091,11593269000145
58092,11593455000184
58093,78669595000160
58094,21155120000138
58095,5962702000170
58096,46480991000158
58097,29521265000117
58098,78700473000270
58099,11601124000149
58100,21155702000114
58101,21155890000180
58102,21156152000158
58103,78729357000100
58104,11603505000167
58105,21156827000169
58106,11606246000128
58107,11606729000122
58108,11606770000107
58109,78834827000198
58110,78844057000164
58111,11608462000102
58112,21153087000107
58113,21153095000153
58114,21153173000110
58115,11608967000177
58116,11574816000145
58117,11575593000130
58118,11611437000188
58119,11611823000170
58120,78925179000185
58121,11612489000179
58122,21154657000183
58123,11613073000175
58124,4488036000117
58125,78947629000130
58126,21154970000111
58127,21144208000154
58128,11577353000175
58129,11577506000184
58130,11577691000107
58131,78259512000164
58132,11580819000191
58133,11581074000185
58134,11616638000178
58135,11619338000142
58136,79054680000186
58137,11621198000147
58138,11622986000158
58139,21161249000159
58140,11623472000117
58141,11624397000109
58142,11624402000183
58143,11624966000116
58144,5974166000122
58145,5974238000131
58146,11625817000171
58147,11626092000136
58148,79153847000166
58149,4491552000109
58150,11627068000111
58151,11627151000190
58152,21163095000134
58153,79184826000108
58154,4491658000102
58155,11613625000145
58156,11613868000183
58157,11613881000132
58158,21163317000119
58159,11614064000107
58160,11614116000137
58161,79198016000100
58162,11614269000184
58163,11614271000153
58164,11614618000168
58165,11614827000101
58166,11614926000193
58167,11615134000133
58168,11615146000168
58169,11615259000163
58170,11615274000101
58171,11615670000139
58172,4492181000171
58173,21158457000107
58174,21158465000145
58175,11635846000114
58176,79246484000103
58177,45699710000190
58178,78536596000136
58179,21147214000165
58180,11589036000179
58181,11589077000165
58182,11589283000175
58183,78578820000152
58184,21148046000122
58185,11639287000110
58186,21166283000116
58187,11641150000109
58188,11641346000195
58189,11641393000139
58190,21167284000185
58191,11642152000104
58192,21167427000159
58193,11627966000170
58194,11628055000167
58195,21167657000118
58196,11628356000190
58197,11628454000128
58198,11628514000102
58199,11629624000199
58200,79404034000100
58201,21163514000138
58202,79416509000170
58203,11631098000100
58204,21163767000101
58205,21163849000156
58206,11631847000190
58207,45699553000112
58208,11609155000146
58209,11609267000105
58210,21153381000119
58211,11609557000140
58212,21153510000179
58213,11609868000100
58214,21153570000191
58215,21153719000132
58216,78894052000146
58217,21153888000172
58218,11610897000191
58219,11611054000100
58220,21154074000152
58221,11632663000145
58222,11633627000104
58223,21158722000149
58224,11618188000152
58225,11619248000151
58226,11658261000110
58227,11658336000162
58228,79508008000113
58229,11643855000157
58230,11644119000113
58231,21169026000138
58232,11644528000110
58233,11644714000159
58234,11644823000176
58235,11645338000117
58236,11645344000174
58237,4498682000165
58238,11645862000198
58239,11645930000119
58240,11646064000180
58241,79601035000136
58242,11646870000159
58243,11647206000124
58244,11647327000176
58245,11647445000184
58246,11647614000186
58247,11647830000121
58248,11648039000136
58249,11648043000102
58250,79630968000151
58251,21170163000192
58252,11649862000166
58253,11649887000160
58254,11649901000125
58255,11650002000142
58256,11650554000150
58257,11650697000162
58258,11651100000102
58259,11651438000156
58260,11651739000180
58261,11651763000119
58262,21170896000127
58263,11652635000190
58264,11652884000185
58265,21171094000131
58266,11653967000199
58267,11654240000126
58268,11654728000153
58269,11655291000172
58270,79754743000107
58271,79755211000194
58272,79755476000192
58273,46484881000164
58274,21171500000166
58275,11657146000120
58276,45701319000182
58277,11657528000154
58278,11657731000120
58279,11679189000107
58280,11679294000146
58281,11660054000108
58282,11660222000157
58283,11660974000118
58284,79825386000120
58285,11661163000131
58286,11661814000193
58287,79847018000183
58288,79859559000121
58289,11663864000290
58290,21175825000117
58291,11664484000190
58292,11664997000109
58293,79884615000188
58294,11665567000101
58295,4500893000195
58296,21175979000109
58297,21172653000128
58298,11669105000154
58299,11670707000121
58300,11670732000105
58301,11671719000170
58302,11672522000156
58303,21173780000141
58304,11672981000130
58305,11673103000139
58306,11673199000135
58307,11673471000187
58308,11674180000103
58309,45703803000140
58310,21174145000189
58311,80029952000177
58312,11675052000184
58313,80039969000105
58314,11675464000114
58315,11675825000122
58316,11676180000142
58317,45704133000187
58318,11677830000174
58319,11678076000197
58320,80083330000127
58321,11695288000182
58322,11696246000166
58323,11696795000130
58324,11697021000124
58325,46488067000118
58326,11697808000196
58327,11681001000165
58328,21177520000144
58329,45706719000180
58330,80185143000154
58331,80193600000152
58332,11683473000157
58333,11683680000101
58334,11683778000169
58335,11684495000131
58336,11684780000152
58337,11685840000151
58338,30878685000134
58339,11686223000170
58340,21178871000170
58341,11688727000120
58342,11688872000100
58343,11689434000167
58344,11698142000190
58345,11690016000190
58346,11690316000179
58347,11690471000195
58348,11690685000161
58349,11690743000157
58350,11690859000196
58351,45705648000100
58352,21179444000106
58353,21179489000180
58354,80314412000135
58355,11691289000159
58356,11692307000117
58357,80364714000118
58358,11694969000126
58359,11700858000185
58360,80386949000100
58361,11701474000187
58362,44444683000141
58363,11701772000177
58364,11701882000139
58365,11701938000155
58366,11702582000174
58367,11702842000101
58368,11703787000174
58369,11704063000145
58370,11704097000130
58371,11704152000191
58372,80443864000117
58373,11706060000140
58374,11706400000133
58375,11706628000123
58376,4505048000102
58377,6012255000150
58378,11708026000105
58379,11708208000186
58380,80512049000162
58381,11708329000128
58382,11708335000185
58383,11709533000163
58384,11709902000118
58385,80535644000113
58386,80538457000193
58387,11710159000116
58388,11710291000128
58389,11710695000111
58390,11711260000191
58391,11711390000124
58392,11712178000181
58393,11712580000166
58394,11713228000145
58395,11636982000129
58396,11638148000172
58397,11638803000192
58398,11639159000177
58399,46490878000153
58400,11725779000129
58401,11726901000181
58402,11727290000196
58403,21184530000107
58404,21184614000140
58405,11728075000100
58406,11728381000146
58407,11728497000185
58408,21184810000115
58409,11729675000192
58410,11729724000197
58411,44045578000130
58412,11730226000164
58413,11730270000174
58414,11730335000181
58415,80745854000217
58416,11714367000193
58417,11714488000135
58418,11714949000170
58419,80762842000110
58420,21185570000173
58421,11716676000100
58422,11716806000105
58423,11717036000107
58424,80796394000175
58425,21185971000123
58426,11719301000196
58427,11719318000143
58428,13355541000184
58429,80831498000173
58430,80831761000124
58431,11720421000103
58432,21183284000179
58433,44448375000194
58434,11723097000187
58435,11723155000172
58436,21183538000159
58437,33286966000196
58438,11723859000145
58439,11738457000114
58440,13358735000133
58441,11738683000103
58442,11738846000140
58443,11738955000167
58444,11739257000186
58445,11739529000148
58446,11739534000150
58447,11739653000103
58448,11740007000166
58449,11740172000118
58450,11740767000173
58451,80969090000162
58452,80976954000173
58453,21186870000177
58454,80980022000102
58455,80985054000192
58456,11742044000103
58457,11742094000190
58458,80996663000147
58459,21187066000102
58460,81009300000133
58461,11743327000170
58462,11743747000156
58463,33287790000197
58464,11743991000119
58465,11744092000130
58466,11744095000174
58467,11744116000151
58468,11632704000101
58469,21164264000150
58470,5976381000162
58471,11635215000103
58472,81097339000150
58473,11732218000157
58474,11733454000198
58475,11734236000178
58476,11734468000126
58477,21188755000131
58478,21188872000103
58479,21189018000153
58480,11755495000185
58481,11755647000140
58482,11635324000112
58483,21172081000187
58484,11659646000100
58485,11642395000142
58486,11642753000117
58487,11642777000176
58488,11757397000187
58489,11759568000107
58490,21191730000197
58491,11759869000130
58492,11759898000100
58493,11760077000186
58494,21191864000108
58495,21191993000104
58496,81306359000193
58497,11761679000158
58498,21192299000101
58499,11762052000111
58500,21192570000109
58501,11763851000102
58502,11763852000157
58503,11764892000113
58504,11765056000153
58505,81354037000110
58506,81356545000137
58507,21192910000193
58508,11765829000100
58509,11765841000106
58510,11747855000105
58511,45707548000104
58512,11698435000178
58513,11698814000168
58514,11698972000118
58515,80607146000139
58516,4504212000167
58517,11700313000179
58518,11724650000104
58519,46490679000145
58520,11748682000131
58521,11752413000149
58522,21190354000116
58523,11754621000187
58524,81483786000147
58525,21195191000164
58526,11782969000188
58527,6041387000100
58528,13734669000159
58529,11783477000107
58530,81514598000139
58531,11783949000121
58532,21195537000124
58533,11784509000199
58534,11784547000141
58535,11784872000104
58536,11766926000109
58537,11767246000100
58538,11767454000109
58539,11768404000146
58540,11769040000119
58541,11769751000193
58542,13372210000152
58543,11770432000106
58544,11770446000111
58545,11771105000160
58546,11771187000143
58547,11771369000114
58548,21196673000139
58549,81622045000108
58550,11772082000109
58551,21196769000105
58552,81640088000108
58553,13373627000130
58554,11774394000151
58555,11775739000191
58556,81685679000100
58557,11745258000133
58558,11745501000113
58559,11745711000101
58560,11745882000130
58561,21187676000106
58562,11746275000195
58563,11746643000103
58564,11747195000154
58565,21194671000100
58566,81730145000140
58567,21199228000122
58568,81773632000190
58569,33292964000100
58570,81793424000152
58571,81801169000142
58572,13377054000112
58573,11796762000162
58574,11796901000158
58575,11797381000106
58576,11797822000161
58577,11798102000110
58578,9427485000179
58579,11799148000154
58580,11799515000110
58581,11799544000181
58582,33293447000155
58583,11800832000109
58584,21200227000150
58585,21200244000198
58586,11801419000169
58587,45709971000143
58588,13378923000123
58589,11784986000154
58590,11784988000143
58591,11785078000185
58592,11785186000158
58593,45710675000162
58594,21197347000146
58595,11786046000102
58596,11786397000105
58597,11786617000109
58598,82030131000186
58599,11788091000198
58600,11788185000167
58601,21197972000198
58602,82064452000282
58603,21198503000193
58604,82073214000152
58605,82076480000139
58606,11755825000132
58607,21190869000116
58608,11756186000120
58609,81213688000190
58610,21191025000190
58611,21191039000103
58612,21191187000128
58613,11757563000145
58614,21191274000185
58615,11758224000183
58616,45712260000128
58617,33294434000109
58618,82111147000113
58619,11817137000150
58620,11818652000154
58621,45718162000106
58622,11821093000131
58623,11821495000136
58624,11821548000119
58625,13383133000136
58626,82242702000146
58627,11822063000140
58628,11822341000169
58629,82267626000123
58630,82272162000143
58631,11803389000120
58632,11803798000126
58633,45713361000113
58634,11805241000124
58635,11805425000194
58636,82317454000155
58637,21203674000163
58638,45714246000163
58639,82339862000108
58640,33294982000120
58641,11807284000149
58642,11808007000150
58643,11808712000158
58644,45715212000193
58645,21204136000193
58646,11809006000120
58647,45715516000150
58648,82389602000147
58649,11810072000110
58650,11810347000116
58651,11810999000150
58652,11811785000107
58653,11812921000175
58654,45716807000163
58655,11814174000104
58656,11814322000190
58657,11814648000118
58658,11815153000103
58659,82477373000112
58660,13388316000144
58661,11829536000130
58662,33299018000195
58663,33299023000106
58664,11830585000193
58665,11831132000181
58666,81383770000162
58667,21189531000144
58668,11749936000136
58669,81414518000173
58670,11750874000182
58671,21189943000184
58672,82603721000150
58673,11835893000101
58674,11835941000161
58675,21204846000113
58676,82617911000127
58677,21204911000100
58678,11836603000144
58679,11836842000102
58680,11837319000192
58681,11837702000140
58682,11837840000120
58683,11838034000257
58684,21205406000180
58685,11838843000188
58686,82661844000148
58687,11839675000145
58688,82667015000172
58689,11840751000132
58690,11841094000148
58691,21206065000168
58692,11841259000181
58693,45719084000156
58694,11841503000106
58695,11823536000123
58696,11823681000104
58697,11824472000185
58698,21206487000133
58699,11825396000122
58700,82728585000125
58701,11826947000172
58702,82773029000170
58703,11779886000130
58704,11780103000138
58705,11780237000159
58706,11794271000182
58707,11845228000107
58708,11845691000140
58709,11846573000157
58710,21209404000160
58711,21209419000128
58712,82890898000185
58713,82904343000145
58714,82930470000119
58715,11851139000165
58716,82966631000124
58717,11852071000139
58718,82971532000130
58719,11852874000193
58720,21210719000127
58721,6068165000181
58722,11854616000146
58723,83002832000174
58724,11855528000169
58725,33300998000107
58726,11855987000142
58727,11856419000166
58728,11857471000137
58729,11857501000105
58730,11857564000161
58731,46503164000132
58732,11858413000128
58733,21211782000188
58734,11858775000119
58735,21212179000110
58736,11861264000156
58737,11815747000114
58738,21202143000156
58739,11816999000168
58740,11820709000150
58741,11820855000185
58742,82229006000108
58743,83177972000183
58744,11869433000102
58745,83188193000183
58746,21215190000134
58747,83191569000109
58748,21217835000178
58749,83208314000101
58750,11871426000137
58751,11871455000107
58752,83217265000173
58753,11872620000137
58754,11872900000145
58755,83244376000250
58756,83248575000155
58757,83248575000317
58758,83248575000589
58759,83261941000106
58760,11873831000194
58761,21216428000146
58762,11875149000130
58763,11875456000111
58764,83299313000381
58765,21216975000121
58766,11876649000197
58767,13403970000180
58768,83325449000157
58769,21217708000179
58770,21217715000170
58771,21217732000108
58772,11879190000185
58773,11879698000183
58774,83347666000148
58775,33302472000158
58776,11880147000130
58777,83360081000168
58778,83380469000120
58779,13405537000183
58780,21213617000165
58781,11863350000106
58782,83403220000193
58783,11864378000150
58784,83425090000190
58785,83434050000104
58786,21214183000118
58787,11865282000106
58788,83435610000145
58789,11866220000119
58790,11866609000164
58791,83459883000120
58792,29590747000129
58793,21220284000100
58794,11889770000153
58795,11890163000103
58796,11890394000117
58797,83514182000146
58798,33304399000153
58799,13408297000170
58800,11893315000121
58801,11893464000190
58802,83559989000103
58803,11894824000179
58804,11894934000130
58805,83586214000119
58806,11897182000161
58807,21222446000130
58808,83604991000149
58809,21222557000147
58810,21222635000103
58811,11899500000123
58812,11900112000115
58813,33305482000147
58814,11900475000150
58815,33305610000152
58816,11901202000120
58817,21218233000135
58818,11882750000150
58819,83668012000116
58820,11882926000174
58821,11883173000111
58822,11883314000104
58823,11884892000157
58824,83705749000161
58825,83705822000103
58826,83706382000109
58827,21219252000186
58828,11885980000173
58829,21219544000119
58830,11888307000197
58831,11888789000185
58832,21220098000162
58833,21220115000161
58834,83759050000184
58835,11916380000125
58836,83785865000219
58837,83808485000171
58838,83811646000186
58839,11918461000164
58840,11903654000141
58841,11904301000166
58842,13902706000190
58843,83845560000174
58844,11905082000130
58845,45722586000136
58846,83871012000119
58847,13418011000138
58848,11909613000162
58849,33306981000159
58850,11910826000104
58851,83944561000176
58852,11910921000108
58853,11910976000118
58854,21225652000102
58855,45723223000115
58856,21225866000170
58857,11911981000145
58858,11912518000118
58859,84027788000110
58860,84043561000168
58861,21226930000138
58862,13903720000109
58863,11916149000131
58864,21227713000162
58865,11923557000110
58866,11923662000150
58867,11924929000123
58868,11925040000160
58869,45724706000134
58870,84148626000130
58871,11925635000116
58872,84191527000130
58873,84232834000201
58874,21233754000161
58875,11927281000149
58876,11927358000180
58877,11927369000160
58878,21234528000103
58879,84323500000154
58880,11928937000148
58881,84398726000114
58882,13908313000194
58883,13908359000103
58884,6096694000199
58885,84430677000150
58886,11930682000158
58887,84449891000158
58888,33310241000196
58889,21235963000144
58890,21229552000146
58891,11919159000120
58892,13910333000108
58893,11919730000107
58894,33310673000105
58895,13910632000134
58896,11919799000130
58897,21230364000138
58898,21230582000172
58899,13911776000296
58900,11920975000154
58901,21230960000118
58902,21231122000169
58903,11921609000110
58904,21231321000177
58905,21231421000101
58906,84550441000157
58907,21231840000135
58908,11922396000140
58909,11922828000113
58910,84586643000230
58911,11946854000181
58912,11946898000101
58913,21238953000162
58914,84615624000103
58915,11932889000161
58916,11933406000143
58917,11933608000195
58918,11933711000135
58919,84631142000147
58920,11934078000108
58921,11934257000137
58922,11934384000136
58923,11934746000199
58924,45727124000101
58925,84655901000101
58926,84657501000135
58927,11935148000134
58928,84693308000150
58929,45725509000130
58930,28464202000103
58931,21237027000172
58932,11937646000116
58933,11937750000100
58934,11938061000110
58935,11938643000105
58936,11939110000130
58937,11939325000150
58938,84817428000111
58939,11942644000115
58940,11943009000152
58941,11943910000124
58942,11943971000191
58943,11945271000136
58944,84881408000100
58945,11946103000165
58946,11967137000136
58947,11947767000149
58948,11948863000101
58949,11951880000106
58950,84952506000190
58951,21239487000130
58952,11953334000104
58953,11953679000150
58954,46511191000157
58955,11955411000157
58956,11955509000104
58957,11833128000152
58958,82572835000180
58959,11834282000149
58960,11834313000161
58961,11834495000170
58962,11834949000103
58963,11835032000123
58964,11961003000108
58965,11961239000144
58966,11961542000147
58967,28479255000106
58968,11961955000121
58969,11962513000108
58970,21241072000109
58971,11963239000183
58972,11963476000144
58973,11963624000120
58974,11964912000108
58975,85113223000118
58976,11965613000180
58977,85123065000187
58978,21241535000124
58979,85124675000103
58980,11965999000120
58981,13435549000150
58982,11979125000121
58983,11979414000120
58984,33313923000152
58985,85190643000106
58986,11980282000157
58987,11980412000151
58988,11980845000107
58989,11981635000133
58990,11982027000143
58991,85222560000143
58992,11982458000100
58993,21245463000193
58994,11968144000152
58995,45731847000184
58996,44462074000115
58997,11969962000170
58998,11970627000191
58999,11972019000116
59000,6127366000102
59001,21243553000145
59002,11973246000166
59003,11973451000121
59004,21243914000153
59005,11975727000100
59006,11976261000168
59007,85381051000163
59008,12001528000164
59009,12001644000183
59010,12002188000196
59011,46518465000130
59012,11984701000129
59013,11986505000193
59014,11986802000139
59015,11986996000172
59016,85512713000197
59017,33316836000159
59018,11987858000108
59019,85521458000149
59020,85601086000160
59021,11988346000166
59022,13914768000112
59023,86051075000389
59024,86051315000183
59025,6134824000130
59026,11990342000112
59027,13443041000102
59028,86363132000101
59029,11991278000194
59030,86375169000141
59031,86382652000153
59032,86390077000130
59033,86403417000110
59034,86403524000149
59035,11994479000145
59036,11994689000133
59037,11994732000160
59038,11994940000160
59039,11995171000114
59040,11995467000135
59041,11995813000185
59042,11996343000174
59043,86435658000141
59044,21248126000150
59045,86445434000463
59046,11997218000189
59047,86450830000136
59048,11998617000164
59049,86497369000258
59050,86499027000196
59051,12023559000116
59052,86499787000101
59053,33318376000106
59054,12003309000114
59055,12003876000170
59056,21248926000170
59057,12004161000132
59058,86530318000361
59059,86530607000107
59060,12005214000130
59061,86537180000160
59062,21249355000199
59063,12006670000102
59064,12007157000128
59065,12007816000126
59066,12009413000116
59067,21249949000108
59068,12010757000145
59069,12011348000163
59070,12012770000133
59071,12012767000110
59072,21250614000100
59073,12015828000100
59074,12016686000198
59075,12016857000189
59076,12017835000133
59077,12017977000109
59078,12019084000194
59079,21251211000177
59080,21207098000122
59081,33299760000109
59082,11844510000161
59083,11845711000183
59084,21208754000101
59085,11846332000108
59086,12040533000186
59087,86759750000167
59088,12040976000258
59089,12024063000167
59090,86801438000194
59091,12026114000190
59092,46520673000173
59093,33319249000113
59094,86813003000160
59095,12027394000150
59096,12027790000188
59097,12029455000119
59098,12029652000138
59099,21254215000109
59100,21254291000114
59101,21254352000143
59102,12031119000100
59103,21254504000108
59104,21254511000100
59105,12031460000166
59106,12031641000192
59107,12033677000105
59108,13915942000141
59109,12034115000186
59110,12034251000176
59111,13456184000140
59112,12035043000191
59113,12035088000166
59114,12035190000161
59115,10648264000100
59116,12035736000184
59117,12035785000117
59118,12036519000109
59119,12036692000107
59120,12048777000105
59121,12048790000164
59122,12048992000106
59123,45736945000104
59124,21256754000187
59125,12052413000107
59126,12052565000100
59127,21260904000126
59128,12054476000194
59129,87024352000165
59130,87024907000179
59131,12055411000163
59132,12055727000155
59133,12056156000173
59134,12057705000124
59135,12057901000107
59136,12058365000156
59137,45737890000157
59138,12059605000137
59139,12042447000102
59140,12042615000160
59141,87141040000131
59142,87142162000142
59143,12043151000106
59144,33321849000116
59145,11862093000180
59146,11862131000102
59147,11842193000144
59148,83143636000209
59149,6064880000146
59150,83151001000164
59151,33299732000183
59152,11843798000150
59153,12045909000145
59154,12046281000100
59155,12068948000168
59156,12070015000105
59157,87298584000101
59158,87315925000100
59159,12071018000163
59160,87325502000170
59161,87333324000391
59162,21264707000185
59163,87341947000144
59164,21264735000100
59165,29613612000131
59166,12072325000169
59167,12077715000202
59168,12072507000130
59169,12072744000109
59170,12073331000130
59171,12073403000140
59172,29614256000170
59173,9645311000263
59174,12074594000164
59175,6169782000173
59176,12075638000170
59177,12075801000103
59178,12076743000124
59179,12076811000155
59180,21261456000185
59181,12077139000112
59182,87447009000123
59183,12077500000100
59184,11955696000126
59185,11955990000138
59186,11956180000104
59187,11957042000131
59188,11957639000186
59189,11957707000107
59190,21240374000154
59191,87499943000199
59192,87501342000173
59193,87502951000147
59194,45740069000190
59195,87550778000152
59196,12063945000131
59197,87555538000140
59198,87575858000162
59199,87610572000170
59200,45740661000191
59201,12067207000162
59202,12067317000124
59203,13465623000181
59204,87633186000102
59205,12067743000168
59206,21263785000165
59207,12068502000133
59208,87658407000270
59209,12085607000109
59210,21267178000173
59211,21267563000110
59212,21267609000100
59213,6171588000122
59214,87710752000124
59215,21267852000110
59216,12088707000180
59217,87722039000109
59218,12088802000184
59219,87723516000142
59220,33326376000140
59221,12089945000100
59222,12090040000150
59223,87756375000245
59224,12090919000100
59225,12090921000171
59226,21268837000196
59227,33326705000152
59228,12093255000125
59229,33318053000104
59230,86713690000141
59231,12037262000100
59232,12037324000183
59233,13450734000114
59234,12037450000138
59235,86732153000149
59236,86737087000108
59237,87858114000155
59238,12077863000146
59239,21269947000172
59240,87870952001892
59241,12078683000189
59242,87902854000141
59243,12079744000122
59244,21266325000190
59245,12082723000166
59246,12083107000120
59247,88054507000179
59248,12084751000112
59249,12084779000150
59250,12084817000174
59251,12084827000100
59252,12085532000158
59253,21273607000115
59254,21273617000150
59255,12111444000183
59256,21273903000116
59257,12044328000199
59258,87201802000148
59259,12045377000146
59260,87209839000112
59261,21270672000197
59262,88205711000143
59263,21270938000100
59264,13473967000132
59265,33328242000168
59266,12100837000191
59267,88213673000170
59268,12101305000179
59269,12101402000161
59270,12101727000144
59271,12101768000130
59272,12101899000118
59273,12102090000100
59274,88244504000106
59275,45739873000159
59276,87485397000137
59277,12061241000120
59278,12062920000113
59279,13464567000160
59280,12063086000180
59281,12104594000160
59282,12104625000182
59283,12105406000118
59284,12105965000128
59285,87842480000116
59286,87843942000110
59287,12095435000146
59288,87870952001540
59289,87870952002511
59290,87887725000121
59291,87891511000129
59292,12079099000148
59293,12079182000117
59294,21265517000182
59295,21276773000175
59296,12122355000132
59297,33329564000121
59298,21276904000114
59299,33329588000180
59300,12123441000160
59301,88472014000159
59302,21277220000137
59303,12124214000159
59304,12124283000162
59305,12124506000191
59306,12124790000104
59307,12125106000109
59308,13918559000147
59309,21277593000108
59310,88560909000145
59311,12128055000160
59312,21277783000125
59313,12129287000133
59314,21273979000141
59315,88134986000133
59316,12097268000172
59317,12097333000160
59318,12098690000142
59319,33327737000172
59320,12098965000148
59321,12099052000146
59322,12112890000102
59323,12102348000179
59324,12102477000167
59325,13475160000139
59326,12102971000121
59327,21271791000164
59328,12103039000113
59329,12103124000181
59330,21271927000136
59331,12103878000131
59332,88313846000122
59333,21275313000122
59334,12113814000111
59335,12114113000105
59336,12114937000177
59337,12115274000105
59338,12116033000180
59339,21276021000104
59340,88743836000127
59341,88743836000208
59342,12119245000111
59343,12119540000178
59344,13918519000103
59345,12148588000104
59346,12149090000166
59347,21279413000127
59348,12149174000108
59349,12149666000195
59350,12150392000154
